a	0031	50	2	8	9	6	12	16	20	12	0.24	15	14	0.28	0
a	0032	44	0	5	9	7	10	12	24	10	0.22727272727272727	12	12	0.2727272727272727	0
a	0033	59	0	10	16	9	17	20	22	21	0.3559322033898305	9	11	0.1864406779661017	0
a	0034	58	2	1	9	14	14	15	13	8	0.13793103448275862	20	22	0.3793103448275862	0
a	0035	68	1	7	15	12	16	19	24	16	0.23529411764705882	14	14	0.20588235294117646	0
a	0036	50	5	6	10	7	15	13	19	17	0.34	8	10	0.2	0
a	0037	86	3	8	17	13	20	22	26	19	0.22093023255813954	19	20	0.23255813953488372	0
a	0038	120	0	4	18	17	18	21	121	20	0.16666666666666666	16	13	0.10833333333333334	0
a	0039	77	1	11	20	8	21	20	43	22	0.2857142857142857	18	15	0.19480519480519481	0
a	0040	38	2	8	8	4	10	15	9	7	0.18421052631578946	10	10	0.2631578947368421	0
a	0041	46	2	4	11	9	13	13	15	12	0.2608695652173913	6	7	0.15217391304347827	0
a	0042	42	0	3	12	6	12	10	25	16	0.38095238095238093	6	6	0.14285714285714285	0
a	0043	52	4	3	11	9	15	14	18	17	0.3269230769230769	7	7	0.1346153846153846	0
a	0044	30	3	6	6	3	9	11	8	11	0.36666666666666664	8	7	0.23333333333333334	0
a	0045	34	0	5	9	4	9	11	20	8	0.23529411764705882	6	6	0.17647058823529413	0
a	0046	41	2	1	8	9	14	11	11	8	0.1951219512195122	8	6	0.14634146341463414	0
a	0047	83	3	7	17	13	20	23	27	21	0.25301204819277107	17	16	0.1927710843373494	0
a	0048	67	9	5	11	10	20	19	29	21	0.31343283582089554	11	12	0.1791044776119403	0
a	0049	58	6	8	10	7	16	15	28	19	0.3275862068965517	15	13	0.22413793103448276	0
a	0050	53	2	2	9	12	13	16	17	11	0.20754716981132076	11	12	0.22641509433962265	0
a	0051	49	0	11	13	4	13	17	18	19	0.3877551020408163	12	10	0.20408163265306123	0
a	0052	55	4	5	10	9	14	17	18	14	0.2545454545454545	16	14	0.2545454545454545	0
a	0053	82	1	10	16	12	17	23	23	19	0.23170731707317074	22	22	0.2682926829268293	0
a	0054	41	2	6	9	6	11	15	13	10	0.24390243902439024	11	13	0.3170731707317073	0
a	0055	65	10	8	9	9	19	19	25	20	0.3076923076923077	20	16	0.24615384615384617	0
a	0056	46	3	7	9	6	13	14	17	11	0.2391304347826087	11	12	0.2608695652173913	0
a	0057	57	1	6	13	10	15	16	24	13	0.22807017543859648	13	14	0.24561403508771928	0
a	0058	78	0	6	17	16	17	23	15	16	0.20512820512820512	18	19	0.24358974358974358	0
a	0059	68	8	6	11	11	19	19	20	21	0.3088235294117647	15	14	0.20588235294117646	0
a	0060	65	3	5	14	11	17	17	22	19	0.2923076923076923	12	10	0.15384615384615385	0
a	0061	58	4	6	13	11	17	17	17	15	0.25862068965517243	10	9	0.15517241379310345	0
a	0062	33	3	4	6	6	10	10	12	9	0.2727272727272727	9	8	0.24242424242424243	0
a	0063	36	1	5	8	5	9	14	14	7	0.19444444444444445	10	9	0.25	0
a	0064	70	0	5	19	12	19	21	33	25	0.35714285714285715	12	13	0.18571428571428572	0
a	0065	63	1	3	15	10	16	16	28	19	0.30158730158730157	10	9	0.14285714285714285	0
a	0066	57	5	10	12	8	17	18	25	17	0.2982456140350877	14	14	0.24561403508771928	0
a	0067	89	0	1	17	17	17	22	28	18	0.20224719101123595	16	16	0.1797752808988764	0
a	0068	62	4	4	11	12	15	18	18	16	0.25806451612903225	12	10	0.16129032258064516	0
a	0069	53	0	6	13	6	14	14	32	16	0.3018867924528302	15	14	0.2641509433962264	0
a	0070	63	7	7	14	8	21	20	26	21	0.3333333333333333	6	5	0.07936507936507936	0
a	0071	44	5	8	7	4	13	17	16	12	0.2727272727272727	13	11	0.25	0
a	0072	61	12	10	9	7	21	21	21	20	0.32786885245901637	13	13	0.21311475409836064	0
a	0073	31	2	4	9	5	11	12	10	9	0.2903225806451613	4	5	0.16129032258064516	0
a	0074	68	8	6	10	10	21	16	30	23	0.3382352941176471	14	14	0.20588235294117646	0
a	0075	54	9	6	9	7	19	16	27	23	0.42592592592592593	9	9	0.16666666666666666	0
a	0076	56	2	8	13	6	15	14	29	12	0.21428571428571427	9	10	0.17857142857142858	0
a	0077	54	1	6	13	7	14	15	28	16	0.2962962962962963	10	11	0.2037037037037037	0
a	0078	48	4	4	9	8	20	21	14	14	0.2916666666666667	8	7	0.14583333333333334	0
a	0079	51	2	7	12	6	14	17	19	15	0.29411764705882354	11	9	0.17647058823529413	0
a	0080	44	3	3	10	7	14	13	19	13	0.29545454545454547	10	8	0.18181818181818182	0
a	0081	80	0	5	18	13	18	20	41	24	0.3	16	17	0.2125	0
a	0082	38	2	6	9	5	11	12	19	9	0.23684210526315788	6	7	0.18421052631578946	0
a	0083	61	4	10	13	9	17	21	16	14	0.22950819672131148	11	14	0.22950819672131148	0
a	0084	40	3	6	9	5	13	15	12	9	0.225	6	6	0.15	0
a	0085	194	0	0	20	21	20	21	182	19	0.0979381443298969	20	17	0.08762886597938144	0
a	0086	56	3	2	11	11	17	14	17	13	0.23214285714285715	16	17	0.30357142857142855	0
a	0087	33	2	5	6	5	8	12	10	6	0.18181818181818182	11	9	0.2727272727272727	0
a	0088	38	2	6	9	5	11	11	17	12	0.3157894736842105	9	11	0.2894736842105263	0
a	0089	56	5	6	10	9	17	16	19	14	0.25	15	13	0.23214285714285715	0
a	0090	46	8	5	8	7	16	14	21	20	0.43478260869565216	10	8	0.17391304347826086	0
a	0091	47	1	5	14	6	15	12	30	17	0.3617021276595745	5	5	0.10638297872340426	0
a	0092	78	2	7	17	11	19	19	37	21	0.2692307692307692	16	14	0.1794871794871795	0
a	0093	49	7	7	8	8	15	16	15	16	0.32653061224489793	10	9	0.1836734693877551	0
a	0094	53	1	8	12	6	15	14	23	19	0.3584905660377358	12	13	0.24528301886792453	0
a	0095	57	4	5	10	10	14	15	21	16	0.2807017543859649	15	13	0.22807017543859648	0
a	0096	52	5	7	10	9	16	16	17	16	0.3076923076923077	11	12	0.23076923076923078	0
a	0097	66	5	12	14	6	20	20	30	23	0.3484848484848485	11	14	0.21212121212121213	0
a	0098	65	6	7	10	10	16	20	18	14	0.2153846153846154	12	8	0.12307692307692308	0
a	0099	151	0	1	19	20	19	21	155	27	0.17880794701986755	13	10	0.06622516556291391	0
b	0000	34	3	5	4	3	16	8	16	17	0.5	10	9	0.2647058823529412	0
b	0001	36	1	4	8	4	16	8	22	17	0.4722222222222222	6	6	0.16666666666666666	0
b	0002	46	1	0	8	7	21	8	27	23	0.5	7	4	0.08695652173913043	0
b	0003	55	4	2	10	9	19	11	22	22	0.4	6	7	0.12727272727272726	0
b	0004	38	4	3	6	5	18	8	18	20	0.5263157894736842	7	5	0.13157894736842105	0
b	0005	34	6	6	3	3	16	9	15	17	0.5	10	8	0.23529411764705882	0
b	0006	48	4	3	7	7	19	10	20	21	0.4375	8	9	0.1875	0
b	0007	43	2	5	7	5	21	10	21	21	0.4883720930232558	8	8	0.18604651162790697	0
b	0008	45	12	2	5	5	18	7	34	20	0.4444444444444444	7	3	0.06666666666666667	0
b	0009	53	6	4	7	7	22	11	24	24	0.4528301886792453	10	9	0.16981132075471697	0
b	0010	34	1	4	5	4	16	8	16	16	0.47058823529411764	9	8	0.23529411764705882	0
b	0011	42	5	2	8	6	18	8	25	22	0.5238095238095238	4	4	0.09523809523809523	0
b	0012	43	3	5	6	6	19	11	19	19	0.4418604651162791	13	10	0.23255813953488372	0
b	0013	40	4	2	6	5	20	7	20	21	0.525	5	4	0.1	0
b	0014	53	0	5	10	8	15	13	21	16	0.3018867924528302	14	14	0.2641509433962264	0
b	0015	44	4	3	8	6	19	9	23	23	0.5227272727272727	6	4	0.09090909090909091	0
b	0016	32	6	4	3	4	15	8	14	17	0.53125	8	7	0.21875	0
b	0017	37	5	7	4	3	15	10	15	18	0.4864864864864865	10	10	0.2702702702702703	0
b	0018	44	5	6	6	5	20	11	21	22	0.5	8	11	0.25	0
b	0019	59	2	6	8	8	22	14	23	23	0.3898305084745763	16	16	0.2711864406779661	0
b	0020	38	3	4	5	5	17	9	17	17	0.4473684210526316	8	9	0.23684210526315788	0
b	0021	37	4	8	5	3	14	11	12	15	0.40540540540540543	12	11	0.2972972972972973	0
b	0022	27	4	3	4	4	12	7	10	13	0.48148148148148145	5	4	0.14814814814814814	0
b	0023	43	5	0	8	8	19	8	26	24	0.5581395348837209	5	4	0.09302325581395349	0
b	0024	64	2	4	13	10	21	14	27	20	0.3125	9	9	0.140625	0
b	0025	30	1	6	4	4	13	10	6	9	0.3	12	11	0.36666666666666664	0
b	0026	38	5	2	5	7	15	9	16	17	0.4473684210526316	8	7	0.18421052631578946	0
b	0027	60	1	4	13	6	22	12	30	25	0.4166666666666667	9	8	0.13333333333333333	0
b	0028	52	3	3	8	8	20	11	20	20	0.38461538461538464	9	10	0.19230769230769232	0
b	0029	36	2	5	7	4	16	9	19	16	0.4444444444444444	8	7	0.19444444444444445	0
b	0030	33	7	3	3	5	19	8	17	20	0.6060606060606061	4	3	0.09090909090909091	0
b	0031	42	3	4	6	5	19	9	18	19	0.4523809523809524	9	8	0.19047619047619047	0
b	0032	36	2	6	5	4	17	10	17	15	0.4166666666666667	10	9	0.25	0
b	0033	54	3	2	9	9	23	11	26	18	0.3333333333333333	10	9	0.16666666666666666	0
b	0034	41	2	5	7	5	9	17	11	8	0.1951219512195122	16	19	0.4634146341463415	0
b	0035	46	2	6	8	6	17	12	16	17	0.3695652173913043	14	13	0.2826086956521739	0
b	0036	48	2	5	8	7	20	12	17	18	0.375	12	11	0.22916666666666666	0
b	0037	46	7	9	5	4	20	13	19	22	0.4782608695652174	13	12	0.2608695652173913	0
b	0038	51	2	3	9	8	18	14	18	17	0.3333333333333333	13	12	0.23529411764705882	0
b	0039	57	5	4	8	8	21	12	25	24	0.42105263157894735	12	12	0.21052631578947367	0
b	0040	36	8	2	3	4	18	6	22	23	0.6388888888888888	6	4	0.1111111111111111	0
b	0041	37	5	2	4	5	17	7	20	20	0.5405405405405406	7	7	0.1891891891891892	0
b	0042	50	4	2	8	8	20	10	22	22	0.44	9	9	0.18	0
b	0043	33	3	4	4	4	18	8	14	16	0.48484848484848486	7	7	0.21212121212121213	0
b	0044	39	2	6	6	4	17	10	14	18	0.46153846153846156	10	8	0.20512820512820512	0
b	0045	36	7	4	3	3	18	7	21	22	0.6111111111111112	8	7	0.19444444444444445	0
b	0046	31	3	4	3	3	14	9	14	14	0.45161290322580644	9	9	0.2903225806451613	0
b	0047	22	2	2	3	3	12	5	10	12	0.5454545454545454	5	3	0.13636363636363635	0
b	0048	101	8	0	11	13	19	13	105	20	0.19801980198019803	13	13	0.12871287128712872	0
b	0049	43	2	3	7	7	19	10	17	17	0.3953488372093023	9	9	0.20930232558139536	0
b	0050	38	8	3	4	4	19	7	22	21	0.5526315789473685	4	3	0.07894736842105263	0
b	0051	101	7	0	12	15	19	15	102	21	0.2079207920792079	13	13	0.12871287128712872	0
b	0052	39	3	6	5	4	17	10	17	17	0.4358974358974359	11	10	0.2564102564102564	0
b	0053	40	6	4	6	5	18	9	18	21	0.525	4	5	0.125	0
b	0054	49	5	3	7	7	20	10	23	23	0.46938775510204084	10	10	0.20408163265306123	0
b	0055	91	8	1	12	12	20	13	99	19	0.2087912087912088	9	8	0.08791208791208792	0
b	0056	45	3	6	7	6	18	13	17	18	0.4	10	9	0.2	0
b	0057	55	6	5	6	6	24	11	28	29	0.5272727272727272	12	11	0.2	0
b	0058	56	4	3	9	8	20	14	22	21	0.375	12	11	0.19642857142857142	0
b	0059	63	5	7	8	9	21	16	23	23	0.36507936507936506	19	19	0.30158730158730157	0
b	0060	41	4	2	5	6	19	8	20	20	0.4878048780487805	7	6	0.14634146341463414	0
b	0061	41	3	4	7	6	14	10	19	16	0.3902439024390244	11	11	0.2682926829268293	0
b	0062	52	2	6	9	6	19	13	23	19	0.36538461538461536	13	10	0.19230769230769232	0
b	0063	41	3	4	6	5	19	9	18	19	0.4634146341463415	9	8	0.1951219512195122	0
b	0064	54	2	6	8	7	20	13	20	19	0.35185185185185186	14	13	0.24074074074074073	0
b	0065	42	8	4	4	4	21	8	24	25	0.5952380952380952	8	7	0.16666666666666666	0
b	0066	59	0	12	11	6	18	18	22	21	0.3559322033898305	21	21	0.3559322033898305	0
b	0067	39	7	8	4	2	18	10	17	19	0.48717948717948717	9	9	0.23076923076923078	0
b	0068	28	2	3	5	4	13	7	11	11	0.39285714285714285	4	4	0.14285714285714285	0
b	0069	48	1	3	7	7	20	10	24	21	0.4375	9	9	0.1875	0
b	0070	47	3	8	9	5	17	13	17	16	0.3404255319148936	10	10	0.2127659574468085	0
b	0071	41	8	4	4	5	19	9	22	22	0.5365853658536586	8	7	0.17073170731707318	0
b	0072	31	1	2	6	5	13	7	14	12	0.3870967741935484	6	4	0.12903225806451613	0
b	0073	38	4	6	7	5	17	11	12	15	0.39473684210526316	7	6	0.15789473684210525	0
b	0074	54	6	5	8	8	21	13	23	22	0.4074074074074074	12	11	0.2037037037037037	0
b	0075	48	5	3	7	7	20	10	22	23	0.4791666666666667	9	10	0.20833333333333334	0
b	0076	49	8	6	4	6	21	12	23	24	0.4897959183673469	14	12	0.24489795918367346	0
b	0077	62	0	7	14	7	22	14	37	26	0.41935483870967744	12	11	0.1774193548387097	0
b	0078	50	7	4	6	7	21	11	20	22	0.44	11	10	0.2	0
b	0079	43	4	7	5	5	21	12	16	18	0.4186046511627907	9	7	0.16279069767441862	0
b	0080	54	5	4	7	7	21	13	21	20	0.37037037037037035	11	10	0.18518518518518517	0
b	0081	30	4	6	3	3	13	9	10	13	0.43333333333333335	10	9	0.3	0
b	0082	38	2	0	7	6	17	6	24	19	0.5	5	3	0.07894736842105263	0
b	0083	38	3	4	5	5	15	9	16	16	0.42105263157894735	10	10	0.2631578947368421	0
b	0084	47	4	3	7	7	18	10	21	20	0.425531914893617	10	8	0.1702127659574468	0
b	0085	49	2	5	9	6	21	11	18	23	0.46938775510204084	9	10	0.20408163265306123	0
b	0086	34	2	9	4	2	12	11	12	12	0.35294117647058826	15	12	0.35294117647058826	0
b	0087	52	1	2	10	10	19	12	16	16	0.3076923076923077	7	7	0.1346153846153846	0
b	0088	52	5	5	6	7	19	12	21	21	0.40384615384615385	13	13	0.25	0
b	0089	49	2	4	7	8	15	14	15	11	0.22448979591836735	14	12	0.24489795918367346	0
b	0090	44	5	7	7	3	20	10	22	24	0.5454545454545454	7	7	0.1590909090909091	0
b	0091	47	1	3	8	7	18	10	19	18	0.3829787234042553	7	7	0.14893617021276595	0
b	0092	45	2	6	12	6	17	12	24	18	0.4	6	5	0.1111111111111111	0
b	0093	51	8	8	7	4	23	12	25	28	0.5490196078431373	13	12	0.23529411764705882	0
b	0094	30	1	3	6	4	13	7	14	14	0.4666666666666667	5	3	0.1	0
b	0095	67	1	7	13	8	23	15	31	30	0.44776119402985076	14	15	0.22388059701492538	0
b	0096	47	4	10	5	4	17	14	20	17	0.3617021276595745	15	14	0.2978723404255319	0
b	0097	134	9	0	14	14	23	14	140	21	0.15671641791044777	5	9	0.06716417910447761	0
b	0098	34	2	4	5	4	16	8	16	16	0.47058823529411764	9	8	0.23529411764705882	0
b	0099	53	2	10	10	4	19	14	23	25	0.4716981132075472	16	14	0.2641509433962264	0
c	0000	24	0	5	2	3	15	10	7	7	0.2916666666666667	9	9	0.375	0
c	0001	40	3	9	3	6	19	16	7	7	0.175	18	18	0.45	0
c	0002	44	1	15	4	3	14	18	7	7	0.1590909090909091	27	27	0.6136363636363636	0
c	0003	47	0	16	2	1	15	17	12	14	0.2978723404255319	31	31	0.6595744680851063	0
c	0004	38	8	4	3	7	18	11	6	8	0.21052631578947367	9	9	0.23684210526315788	0
c	0005	23	1	7	3	2	14	10	5	5	0.21739130434782608	8	8	0.34782608695652173	0
c	0006	42	4	10	5	6	15	17	5	5	0.11904761904761904	20	18	0.42857142857142855	0
c	0007	50	5	5	7	10	17	15	8	8	0.16	13	13	0.26	0
c	0008	34	4	9	3	3	18	15	6	6	0.17647058823529413	12	12	0.35294117647058826	0
c	0009	45	3	10	5	6	16	17	6	7	0.15555555555555556	21	22	0.4888888888888889	0
c	0010	23	3	5	3	3	10	8	3	4	0.17391304347826086	9	8	0.34782608695652173	0
c	0011	31	0	9	4	2	16	15	6	6	0.1935483870967742	14	14	0.45161290322580644	0
c	0012	47	1	5	9	8	17	14	9	10	0.2127659574468085	11	12	0.2553191489361702	0
c	0013	32	4	5	4	5	15	11	6	7	0.21875	12	11	0.34375	0
c	0014	52	5	10	4	6	23	22	10	12	0.23076923076923078	23	23	0.4423076923076923	0
c	0015	33	5	5	3	5	16	14	5	6	0.18181818181818182	13	12	0.36363636363636365	0
c	0016	36	2	10	4	5	11	15	3	4	0.1111111111111111	20	19	0.5277777777777778	0
c	0017	48	4	4	5	9	18	15	17	7	0.14583333333333334	15	13	0.2708333333333333	0
c	0018	34	1	6	5	5	16	11	10	10	0.29411764705882354	11	9	0.2647058823529412	0
c	0019	46	3	6	7	8	15	14	7	7	0.15217391304347827	12	12	0.2608695652173913	0
c	0020	30	1	7	4	4	16	12	6	6	0.2	12	12	0.4	0
c	0021	42	1	4	7	9	16	13	10	10	0.23809523809523808	14	12	0.2857142857142857	0
c	0022	34	5	6	4	5	17	11	6	7	0.20588235294117646	10	9	0.2647058823529412	0
c	0023	43	7	8	4	6	16	15	4	6	0.13953488372093023	17	17	0.3953488372093023	0
c	0024	42	2	10	5	5	19	15	10	10	0.23809523809523808	15	15	0.35714285714285715	0
c	0025	31	1	10	3	2	14	14	5	5	0.16129032258064516	16	16	0.5161290322580645	0
c	0026	27	4	7	2	2	10	13	4	3	0.1111111111111111	14	13	0.48148148148148145	0
c	0027	34	6	4	4	7	15	12	3	5	0.14705882352941177	11	11	0.3235294117647059	0
c	0028	30	0	8	4	3	14	12	7	6	0.2	13	14	0.4666666666666667	0
c	0029	38	5	4	5	7	17	12	6	8	0.21052631578947367	11	11	0.2894736842105263	0
c	0030	42	3	8	6	7	18	16	8	9	0.21428571428571427	13	14	0.3333333333333333	0
c	0031	29	1	11	3	1	16	12	6	6	0.20689655172413793	13	13	0.4482758620689655	0
c	0032	86	5	0	14	15	19	15	74	8	0.09302325581395349	12	12	0.13953488372093023	0
c	0033	21	1	7	3	2	11	9	5	4	0.19047619047619047	7	6	0.2857142857142857	0
c	0034	25	4	6	2	3	12	10	4	5	0.2	9	10	0.4	0
c	0035	119	0	1	20	17	20	19	112	9	0.07563025210084033	18	20	0.16806722689075632	0
c	0036	33	4	4	4	6	13	11	4	6	0.18181818181818182	9	9	0.2727272727272727	0
c	0037	40	2	10	4	2	21	19	9	9	0.225	16	16	0.4	0
c	0038	34	2	12	4	2	18	15	6	6	0.17647058823529413	16	16	0.47058823529411764	0
c	0039	41	4	7	6	7	17	14	10	11	0.2682926829268293	12	11	0.2682926829268293	0
c	0040	37	3	5	4	7	15	14	7	7	0.1891891891891892	12	10	0.2702702702702703	0
c	0041	35	3	5	4	6	14	13	5	7	0.2	14	14	0.4	0
c	0042	47	9	12	6	5	19	18	12	13	0.2765957446808511	13	14	0.2978723404255319	0
c	0043	30	4	7	2	4	15	13	5	5	0.16666666666666666	13	13	0.43333333333333335	0
c	0044	46	4	13	4	5	20	18	8	7	0.15217391304347827	21	20	0.43478260869565216	0
c	0045	49	5	9	7	6	19	15	16	17	0.3469387755102041	15	16	0.32653061224489793	0
c	0046	28	1	6	4	3	16	11	8	8	0.2857142857142857	10	10	0.35714285714285715	0
c	0047	49	2	18	6	2	21	20	10	10	0.20408163265306123	23	21	0.42857142857142855	0
c	0048	36	5	6	5	5	17	12	12	10	0.2777777777777778	8	8	0.2222222222222222	0
c	0049	31	0	8	4	3	15	11	9	8	0.25806451612903225	13	12	0.3870967741935484	0
c	0050	33	3	7	3	4	20	13	10	10	0.30303030303030304	9	9	0.2727272727272727	0
c	0051	22	4	1	2	5	12	7	5	6	0.2727272727272727	4	5	0.22727272727272727	0
c	0052	51	7	9	6	7	20	17	16	16	0.3137254901960784	16	14	0.27450980392156865	0
c	0053	48	7	10	6	6	21	18	14	14	0.2916666666666667	14	14	0.2916666666666667	0
c	0054	34	7	10	1	2	19	16	6	6	0.17647058823529413	14	14	0.4117647058823529	0
c	0055	46	5	8	4	6	23	21	9	10	0.21739130434782608	17	16	0.34782608695652173	0
c	0056	26	1	8	3	2	13	11	6	5	0.19230769230769232	11	12	0.46153846153846156	0
c	0057	22	2	6	3	2	8	8	5	4	0.18181818181818182	9	8	0.36363636363636365	0
c	0058	36	3	8	5	4	17	12	9	10	0.2777777777777778	10	11	0.3055555555555556	0
c	0059	57	5	11	6	8	21	19	9	11	0.19298245614035087	26	26	0.45614035087719296	0
c	0060	35	6	2	4	8	18	10	6	8	0.22857142857142856	8	8	0.22857142857142856	0
c	0061	21	2	6	3	2	9	9	4	4	0.19047619047619047	9	9	0.42857142857142855	0
c	0062	29	3	7	3	4	16	12	4	5	0.1724137931034483	9	8	0.27586206896551724	0
c	0063	37	4	7	5	6	15	14	5	5	0.13513513513513514	13	11	0.2972972972972973	0
c	0064	143	6	0	17	16	23	16	125	17	0.11888111888111888	15	16	0.11188811188811189	0
c	0065	50	0	17	2	1	16	18	13	15	0.3	33	33	0.66	0
c	0066	37	7	5	3	6	16	12	5	7	0.1891891891891892	12	12	0.32432432432432434	0
c	0067	42	4	12	4	4	17	17	6	7	0.16666666666666666	21	22	0.5238095238095238	0
c	0068	44	5	9	4	7	17	17	5	6	0.13636363636363635	21	20	0.45454545454545453	0
c	0069	23	1	8	3	2	13	10	4	4	0.17391304347826086	10	10	0.43478260869565216	0
c	0070	34	5	5	4	6	14	11	4	6	0.17647058823529413	12	12	0.35294117647058826	0
c	0071	45	3	6	6	8	16	14	8	8	0.17777777777777778	14	16	0.35555555555555557	0
c	0072	23	2	8	3	1	12	9	6	6	0.2608695652173913	10	10	0.43478260869565216	0
c	0073	31	4	12	3	2	14	15	2	2	0.06451612903225806	16	16	0.5161290322580645	0
c	0074	42	4	10	4	4	16	14	7	9	0.21428571428571427	19	19	0.4523809523809524	0
c	0075	45	5	4	5	8	21	12	11	12	0.26666666666666666	11	12	0.26666666666666666	0
c	0076	43	3	6	6	7	15	13	7	9	0.20930232558139536	14	14	0.32558139534883723	0
c	0077	48	7	3	7	7	18	10	20	20	0.4166666666666667	9	9	0.1875	0
c	0078	17	1	4	2	2	7	6	3	5	0.29411764705882354	8	8	0.47058823529411764	0
c	0079	29	4	6	2	3	18	19	4	6	0.20689655172413793	12	12	0.41379310344827586	0
c	0080	36	3	11	4	3	13	15	3	4	0.1111111111111111	18	19	0.5277777777777778	0
c	0081	32	4	2	4	7	13	11	4	5	0.15625	8	9	0.28125	0
c	0082	37	2	8	4	6	14	14	6	6	0.16216216216216217	16	18	0.4864864864864865	0
c	0083	62	1	10	10	10	18	21	8	10	0.16129032258064516	21	21	0.3387096774193548	0
c	0084	111	7	1	15	17	22	18	103	15	0.13513513513513514	18	18	0.16216216216216217	0
c	0085	34	2	10	4	3	17	13	8	8	0.23529411764705882	12	12	0.35294117647058826	0
c	0086	34	3	5	5	6	14	11	8	7	0.20588235294117646	11	10	0.29411764705882354	0
c	0087	25	5	3	3	4	13	9	8	9	0.36	5	4	0.16	0
c	0088	49	4	5	8	9	17	15	8	9	0.1836734693877551	12	11	0.22448979591836735	0
c	0089	35	4	9	3	4	16	14	5	6	0.17142857142857143	16	15	0.42857142857142855	0
c	0090	29	2	8	3	3	14	11	6	7	0.2413793103448276	13	14	0.4827586206896552	0
c	0091	174	4	0	20	18	25	18	157	17	0.09770114942528736	18	27	0.15517241379310345	0
c	0092	37	4	11	3	4	18	15	9	8	0.21621621621621623	13	14	0.3783783783783784	0
c	0093	21	1	7	2	2	10	9	2	4	0.19047619047619047	10	10	0.47619047619047616	0
c	0094	32	1	5	4	4	15	11	8	10	0.3125	10	10	0.3125	0
c	0095	33	1	10	4	3	16	14	5	6	0.18181818181818182	14	15	0.45454545454545453	0
c	0096	34	3	4	4	5	16	11	9	10	0.29411764705882354	11	10	0.29411764705882354	0
c	0097	36	0	10	4	3	17	15	9	9	0.25	18	18	0.5	0
c	0098	41	6	6	4	6	19	12	8	10	0.24390243902439024	13	13	0.3170731707317073	0
c	0099	99	6	1	15	16	21	17	90	12	0.12121212121212122	14	15	0.15151515151515152	0
d	0000	68	8	1	11	9	21	10	55	19	0.27941176470588236	6	4	0.058823529411764705	0
d	0001	58	7	7	6	6	22	13	29	25	0.43103448275862066	14	14	0.2413793103448276	0
d	0002	41	3	5	6	5	18	12	21	16	0.3902439024390244	8	8	0.1951219512195122	0
d	0003	53	3	5	8	10	13	15	16	10	0.18867924528301888	9	9	0.16981132075471697	0
d	0004	32	3	3	4	4	16	10	15	14	0.4375	7	6	0.1875	0
d	0005	38	2	3	6	6	15	9	22	12	0.3157894736842105	5	4	0.10526315789473684	0
